verb_id,словарная_форма,чтение,romaji,значение_ru,jlpt,тип_глагола,основа_romaji,masu_основа,простая_прошедшая,te_форма,nai_форма,условная_ba,условная_tara,потенциальная_словарная,потенциальная_разг_без_ra,страдательная_словарная,побудительная_словарная,побудительно_страдательная_словарная,повелительная,запретительная,волевая,tai_база,nakereba,nakya,nakucha,ru_inf_ipf,ru_inf_pf,ru_present_1sg,ru_future_1sg,ru_past_ipf_mf,ru_past_pf_mf,ru_future_pf_1sg,ru_conditional_pf_1sg,ru_gerund_pf,ru_imperative_2sg,ru_1pl_pf,ru_passive_hint,ru_causative_hint,ru_causative_passive_hint,chunk_base_jp,chunk_neg_base_jp,chunk_dict_medium_jp,chunk_dict_medium_label,chunk_dict_hard_jp,chunk_dict_hard_label,chunk_masu_link_jp,chunk_masu_link_label,chunk_nai_link_jp,chunk_nai_link_label,chunk_ba_link_medium_jp,chunk_ba_link_medium_label,chunk_ba_link_hard_jp,chunk_ba_link_hard_label,chunk_te_medium_jp,chunk_te_medium_label,chunk_te_hard_jp,chunk_te_hard_label,chunk_ta_medium_jp,chunk_ta_medium_label,chunk_ta_hard_jp,chunk_ta_hard_label,chunk_potential_medium_jp,chunk_potential_medium_label,chunk_potential_hard_jp,chunk_potential_hard_label,chunk_passive_medium_jp,chunk_passive_medium_label,chunk_passive_hard_jp,chunk_passive_hard_label,chunk_causative_medium_jp,chunk_causative_medium_label,chunk_causative_hard_jp,chunk_causative_hard_label,chunk_causative_passive_medium_jp,chunk_causative_passive_medium_label,chunk_causative_passive_hard_jp,chunk_causative_passive_hard_label,chunk_imperative_medium_jp,chunk_imperative_medium_label,chunk_imperative_hard_jp,chunk_imperative_hard_label,chunk_volitional_medium_jp,chunk_volitional_medium_label,chunk_volitional_hard_jp,chunk_volitional_hard_label,chunk_stem_distractors_label,chunk_ranuki_medium_jp,chunk_ranuki_medium_label,chunk_ranuki_hard_jp,chunk_ranuki_hard_label,значение_ru_all,значение_ru_доп,ru_inf_ipf_all,ru_inf_pf_all,ru_present_1sg_all,ru_future_1sg_all,ru_past_ipf_mf_all,ru_past_pf_mf_all,ru_future_pf_1sg_all,ru_conditional_pf_1sg_all,ru_gerund_pf_all,ru_imperative_2sg_all,ru_1pl_pf_all,ru_display_infinitive,ru_display_perfective,ru_te_prompt,agentivity,ru_passive_prompt,passive_naturalness,passive_prompt_strategy,ru_causative_prompt,ru_causative_passive_prompt,train_general,train_potential,train_passive,train_passive_context,train_causative,train_causative_passive,train_imperative,train_volitional,train_desire,train_benefactive,train_request,train_advice,train_toki,ru_causative_alt_prompt
oyogu,泳ぐ,およぐ,oyogu,плавать,N5,godan-gu,oyog,泳ぎ,泳いだ,泳いで,泳がない,泳げば,泳いだら,泳げる,,泳がれる,泳がせる,泳がせられる,泳げ,泳ぐな,泳ごう,泳ぎたい,泳がなければ,泳がなきゃ,泳がなくちゃ,плавать,поплавать,плаваю,буду плавать,плавал(а),поплавал(а),поплаваю,поплаваю,поплавав,плавай,поплаваем,Пассив: плавать,заставить поплавать,быть вынужденным поплавать,泳,泳,ぐ,gu,ぐ,gu,ぎ,gi,が,ga,げ,ge,げ,ge,いで,iで,いで,iで,いだ,iだ,いだ,iだ,げ,ge,げ,ge,がれ,gare,が|れ,ga|re,がせ,gase,が|せ,ga|se,がせられ,gaserare,が|せ|ら|れ,ga|se|ra|re,げ,ge,げ,ge,ごう,gou,ご|う,go|u,ga|gi|ge|go,,,,,плавать,,плавать,поплавать,плаваю,буду плавать,плавал(а),поплавал(а),поплаваю,поплаваю,поплавав,плавай,поплаваем,плавать,поплавать,поплавать и затем…,agentive,Пассив: плавать,contextual,grammar_label,заставить поплавать,быть вынужденным поплавать,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить поплавать
oriru,降りる,おりる,oriru,выходить из транспорта,N5,ichidan,ori,降り,降りた,降りて,降りない,降りれば,降りたら,降りられる,降りれる,降りられる,降りさせる,降りさせられる,降りろ,降りるな,降りよう,降りたい,降りなければ,降りなきゃ,降りなくちゃ,выходить,выйти,выхожу,буду выходить,выходил(а),вышел / вышла,выйду,выйду,выйдя,выходи,выйдем,Пассив: выходить,заставить выйти,быть вынужденным выйти,降り,降り,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re,выходить из транспорта; спускаться,спускаться,выходить / спускаться,выйти / спуститься,выхожу / спускаюсь,буду выходить / спускаться,выходил(а) / спускался(ась),вышел / вышла; спустился(ась),выйду / спущусь,выйду / спущусь,выйдя / спустившись,выходи / спускайся,выйдем / спустимся,выходить,выйти,выйти и затем…,agentive,Пассив: выходить,contextual,grammar_label,заставить выйти,быть вынужденным выйти,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить выйти
kau,買う,かう,kau,покупать,N5,godan-u,ka,買い,買った,買って,買わない,買えば,買ったら,買える,,買われる,買わせる,買わせられる,買え,買うな,買おう,買いたい,買わなければ,買わなきゃ,買わなくちゃ,покупать,купить,покупаю,буду покупать,покупал(а),купил(а),куплю,куплю,купив,купи,купим,быть купленным,заставить купить,быть вынужденным купить,買,買,う,u,う,u,い,i,わ,wa,え,e,え,e,って,tte,って,tte,った,tta,った,tta,え,e,え,e,われ,ware,わ|れ,wa|re,わせ,wase,わ|せ,wa|se,わせられ,waserare,わ|せ|ら|れ,wa|se|ra|re,え,e,え,e,おう,ou,お|う,o|u,wa|i|e|o,,,,,покупать,,покупать,купить,покупаю,буду покупать,покупал(а),купил(а),куплю,куплю,купив,купи,купим,покупать,купить,купить и затем…,agentive,быть купленным,natural,natural,заставить купить,быть вынужденным купить,1,1,1,0,1,1,1,1,1,1,1,1,1,разрешить купить
kaesu,返す,かえす,kaesu,возвращать,N5,godan-su,kaes,返し,返した,返して,返さない,返せば,返したら,返せる,,返される,返させる,返させられる,返せ,返すな,返そう,返したい,返さなければ,返さなきゃ,返さなくちゃ,возвращать,вернуть,возвращаю,буду возвращать,возвращал(а),вернул(а),верну,верну,вернув,верни,вернём,Пассив: возвращать,заставить вернуть,быть вынужденным вернуть,返,返,す,su,す,su,し,shi,さ,sa,せ,se,せ,se,して,shite,して,shite,した,shita,した,shita,せ,se,せ,se,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,せ,se,せ,se,そう,sou,そ|う,so|u,sa|shi|se|so,,,,,возвращать,,возвращать,вернуть,возвращаю,буду возвращать,возвращал(а),вернул(а),верну,верну,вернув,верни,вернём,возвращать,вернуть,вернуть и затем…,agentive,Пассив: возвращать,contextual,grammar_label,заставить вернуть,быть вынужденным вернуть,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить вернуть
kaeru,帰る,かえる,kaeru,возвращаться домой,N5,godan-ru,kae,帰り,帰った,帰って,帰らない,帰れば,帰ったら,帰れる,,帰られる,帰らせる,帰らせられる,帰れ,帰るな,帰ろう,帰りたい,帰らなければ,帰らなきゃ,帰らなくちゃ,возвращаться,вернуться,возвращаюсь,буду возвращаться,возвращался(ась),вернулся(лась),вернусь,вернусь,вернувшись,возвращайся,вернёмся,Пассив: возвращаться,заставить вернуться,быть вынужденным вернуться,帰,帰,る,ru,る,ru,り,ri,ら,ra,れ,re,れ,re,って,tte,って,tte,った,tta,った,tta,れ,re,れ,re,られ,rare,ら|れ,ra|re,らせ,rase,ら|せ,ra|se,らせられ,raserare,ら|せ|ら|れ,ra|se|ra|re,れ,re,れ,re,ろう,rou,ろ|う,ro|u,ra|ri|re|ro,,,,,возвращаться домой,,возвращаться,вернуться,возвращаюсь,буду возвращаться,возвращался(ась),вернулся(лась),вернусь,вернусь,вернувшись,возвращайся,вернёмся,возвращаться,вернуться,вернуться и затем…,agentive,Пассив: возвращаться,contextual,grammar_label,заставить вернуться,быть вынужденным вернуться,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить вернуться
kaku,書く,かく,kaku,писать,N5,godan-ku,kak,書き,書いた,書いて,書かない,書けば,書いたら,書ける,,書かれる,書かせる,書かせられる,書け,書くな,書こう,書きたい,書かなければ,書かなきゃ,書かなくちゃ,писать,написать,пишу,буду писать,писал(а),написал(а),напишу,напишу,написав,пиши,напишем,быть написанным,заставить написать,быть вынужденным написать,書,書,く,ku,く,ku,き,ki,か,ka,け,ke,け,ke,いて,ite,いて,ite,いた,ita,いた,ita,け,ke,け,ke,かれ,kare,か|れ,ka|re,かせ,kase,か|せ,ka|se,かせられ,kaserare,か|せ|ら|れ,ka|se|ra|re,け,ke,け,ke,こう,kou,こ|う,ko|u,ka|ki|ke|ko,,,,,писать,,писать,написать,пишу,буду писать,писал(а),написал(а),напишу,напишу,написав,пиши,напишем,писать,написать,написать и затем…,agentive,быть написанным,natural,natural,заставить написать,быть вынужденным написать,1,1,1,0,1,1,1,1,1,1,1,1,1,разрешить написать
kakeru,掛ける,かける,kakeru,звонить,N5,ichidan,kake,掛け,掛けた,掛けて,掛けない,掛ければ,掛けたら,掛けられる,掛けれる,掛けられる,掛けさせる,掛けさせられる,掛けろ,掛けるな,掛けよう,掛けたい,掛けなければ,掛けなきゃ,掛けなくちゃ,звонить,позвонить,звоню,буду звонить,звонил(а),позвонил(а),позвоню,позвоню,позвонив,позвони,позвоним,Пассив: звонить,заставить позвонить,быть вынужденным позвонить,掛け,掛け,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re,вешать; звонить; надевать очки,вешать | надевать очки,вешать / звонить,повесить / позвонить,вешаю / звоню,буду вешать / звонить,вешал(а) / звонил(а),повесил(а) / позвонил(а),повешу / позвоню,повешу / позвоню,повесив / позвонив,повесь / позвони,повесим / позвоним,звонить,позвонить,позвонить и затем…,agentive,Пассив: звонить,contextual,grammar_label,заставить позвонить,быть вынужденным позвонить,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить позвонить
kasu,貸す,かす,kasu,давать взаймы,N5,godan-su,kas,貸し,貸した,貸して,貸さない,貸せば,貸したら,貸せる,,貸される,貸させる,貸させられる,貸せ,貸すな,貸そう,貸したい,貸さなければ,貸さなきゃ,貸さなくちゃ,давать взаймы,одолжить,даю взаймы,буду давать взаймы,давал(а) взаймы,одолжил(а),одолжу,одолжу,одолжив,одолжи,одолжим,Пассив: давать взаймы,заставить одолжить,быть вынужденным одолжить,貸,貸,す,su,す,su,し,shi,さ,sa,せ,se,せ,se,して,shite,して,shite,した,shita,した,shita,せ,se,せ,se,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,せ,se,せ,se,そう,sou,そ|う,so|u,sa|shi|se|so,,,,,давать взаймы,,давать взаймы,одолжить,даю взаймы,буду давать взаймы,давал(а) взаймы,одолжил(а),одолжу,одолжу,одолжив,одолжи,одолжим,давать взаймы,одолжить,одолжить и затем…,agentive,Пассив: давать взаймы,contextual,grammar_label,заставить одолжить,быть вынужденным одолжить,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить одолжить
kaburu,かぶる,かぶる,kaburu,надевать на голову,N5,godan-ru,kabu,かぶり,かぶった,かぶって,かぶらない,かぶれば,かぶったら,かぶれる,,かぶられる,かぶらせる,かぶらせられる,かぶれ,かぶるな,かぶろう,かぶりたい,かぶらなければ,かぶらなきゃ,かぶらなくちゃ,надевать,надеть,надеваю,буду надевать,надевал(а),надел(а),надену,надену,надев,надень,наденем,Пассив: надевать,заставить надеть,быть вынужденным надеть,かぶ,かぶ,る,ru,る,ru,り,ri,ら,ra,れ,re,れ,re,って,tte,って,tte,った,tta,った,tta,れ,re,れ,re,られ,rare,ら|れ,ra|re,らせ,rase,ら|せ,ra|se,らせられ,raserare,ら|せ|ら|れ,ra|se|ra|re,れ,re,れ,re,ろう,rou,ろ|う,ro|u,ra|ri|re|ro,,,,,надевать на голову,,надевать,надеть,надеваю,буду надевать,надевал(а),надел(а),надену,надену,надев,надень,наденем,надевать,надеть,надеть и затем…,agentive,Пассив: надевать,contextual,grammar_label,заставить надеть,быть вынужденным надеть,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить надеть
kariru,借りる,かりる,kariru,брать взаймы,N5,ichidan,kari,借り,借りた,借りて,借りない,借りれば,借りたら,借りられる,借りれる,借りられる,借りさせる,借りさせられる,借りろ,借りるな,借りよう,借りたい,借りなければ,借りなきゃ,借りなくちゃ,брать взаймы,взять взаймы,беру взаймы,буду брать взаймы,брал(а) взаймы,взял(а) взаймы,возьму взаймы,возьму взаймы,взяв взаймы,возьми взаймы,возьмём взаймы,Пассив: брать взаймы,заставить взять взаймы,быть вынужденным взять взаймы,借り,借り,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re,брать взаймы,,брать взаймы,взять взаймы,беру взаймы,буду брать взаймы,брал(а) взаймы,взял(а) взаймы,возьму взаймы,возьму взаймы,взяв взаймы,возьми взаймы,возьмём взаймы,брать взаймы,взять взаймы,взять взаймы и затем…,agentive,Пассив: брать взаймы,contextual,grammar_label,заставить взять взаймы,быть вынужденным взять взаймы,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить взять взаймы
